year,month,market_price,sales_volume,production_cost,inventory_level,energy_cost,labor_cost,supplier_cost,water_usage,water_risk,drought_index,flood_risk,inflation_rate,demand_index,price_lag_1,price_lag_2,price_lag_3
2015,1,83.07991387977944,488,24.454452379303184,266,8.53793901647968,22.765169778155283,17.37716522588711,1017.7268144035058,0.8160335023020684,0.27090922324687117,0.5188895316510814,10.433323548919375,0.9190307665250832,174.40326030735704,134.67181969708318,157.91143583822142
2015,1,143.26130916648657,370,29.259293916984763,78,10.926516037996002,14.0330028210865,54.65628067568504,1958.7043807060008,0.8414397599562448,0.9022456230962314,0.9782694859989881,2.1119930525570414,1.2347376646188803,83.07991387977944,174.40326030735704,134.67181969708318
2015,1,147.41184482762222,325,75.53823980152015,274,17.087186394295422,16.81783160678987,35.95765099503739,962.308471233132,0.13260399074681106,0.830250192781385,0.8877535094139863,6.288543613066384,0.9023977186620489,143.26130916648657,83.07991387977944,174.40326030735704
2015,1,126.76753948682126,465,73.74360355557037,186,5.4027569789857965,21.55174167156885,38.48238938873352,876.9617479376768,0.09103631494544173,0.946264493003082,0.4018987079559666,9.241359788326331,0.7806742244602386,147.41184482762222,143.26130916648657,83.07991387977944
2015,1,118.25302996320542,221,42.95481941423813,199,10.04629472270306,32.05685554304788,55.33155224122105,480.293001373797,0.09113733908970723,0.5307506023881423,0.8476811979622166,6.029728001233942,0.8224438350410841,126.76753948682126,147.41184482762222,143.26130916648657
2015,1,125.86220740068987,403,58.19231880520126,214,7.407271524199722,34.644137583285726,35.683473946040706,1102.1672810712912,0.17608928794385392,0.13837856254191838,0.3641528191046055,9.101450375965033,0.8306794690698529,118.25302996320542,126.76753948682126,147.41184482762222
2015,1,124.8843574452526,351,51.055778078931326,220,21.479953037599564,24.637005858379055,26.951441923831197,185.05993850812507,0.21430007232287862,0.554806758273948,0.9321617192136323,10.56299326716117,0.8231545178417621,125.86220740068987,118.25302996320542,126.76753948682126
2015,2,141.49996036426694,263,42.896716392032005,80,11.854618508558143,27.26995758992259,35.98685675270468,1896.9753447680596,0.12027096312860686,0.404910814269844,0.031856762528260085,9.670125299807694,1.06082057619404,124.8843574452526,125.86220740068987,118.25302996320542
2015,2,188.63550531159382,491,35.490395251470154,240,18.193805458609486,39.15535903976454,52.91422032293866,1631.193221474023,0.8168779858937828,0.8107206729451748,0.8230875290068804,9.267348363533426,1.1660988216689732,141.49996036426694,124.8843574452526,125.86220740068987
2015,2,118.65130461717489,410,24.04307328713135,59,22.502672372423042,38.86175496824055,27.124775083664474,788.9081039298865,0.6051016222371507,0.367847181142801,0.053544650892674905,11.515803094398695,0.8883276240902589,188.63550531159382,141.49996036426694,124.8843574452526
2015,2,113.06538554882734,293,29.93770082169592,192,12.6190369004695,38.996753181416324,25.94060386902009,769.3868799974388,0.78580848424435,0.3864937228639137,0.16641428431093985,3.646702625073051,0.9055592627308716,118.65130461717489,188.63550531159382,141.49996036426694
2015,2,100.8669292838984,227,23.464463112150426,208,24.134408677786997,19.284086472658025,35.93748890741655,1411.1431729587157,0.25364247434137555,0.5490832225687229,0.4482265821082245,4.601159830153992,0.9606520828709977,113.06538554882734,118.65130461717489,188.63550531159382
2015,2,121.9743316384792,427,64.22579302592308,64,6.248626545555607,30.122950763291072,49.38430139604957,439.7980301648188,0.91101569997922,0.24627073410317324,0.7518762443691909,4.389865877556765,0.7209894929848376,100.8669292838984,113.06538554882734,118.65130461717489
2015,2,185.3450795404074,437,79.69888215950559,92,5.00454076436511,29.302868485519923,19.034350405605554,365.46907726001274,0.7244223402693151,0.9661780248345367,0.39462906990603197,6.104931145413417,1.25571335286367,121.9743316384792,100.8669292838984,113.06538554882734
2015,2,83.61524252862205,62,20.851402963746033,106,7.212071977463217,27.084917755557278,20.095955323791895,411.4702698110852,0.41875899048265497,0.03297694368259341,0.777161196205595,6.379977478955541,1.0496328855902672,185.3450795404074,121.9743316384792,100.8669292838984
2015,2,208.7670619681385,374,56.57786069941412,84,21.165364224325565,25.540460467255592,55.905251497606635,476.4484094647964,0.8171021330026149,0.5215995129911216,0.3395289191306933,2.148301624317079,1.275906056043111,83.61524252862205,185.3450795404074,121.9743316384792
2015,2,135.49017967607233,365,29.439576800109695,25,24.316646394366654,23.406225856013165,25.394068973762863,347.6681914581044,0.6380032352162481,0.8449503772726041,0.4738084349601387,9.799622023887792,1.044660254377815,208.7670619681385,83.61524252862205,185.3450795404074
2015,2,153.08628251336646,413,27.13246347062432,131,9.115887539788435,33.3395491471281,51.08612787762569,1612.530198254181,0.6287213870255821,0.00024087451786647396,0.4145208293901811,6.778773056530577,1.1878721635728517,135.49017967607233,208.7670619681385,83.61524252862205
2015,2,145.37146645056134,266,77.69080033898508,66,13.897048656550817,39.640418861962644,20.793949681562495,740.6838668210103,0.6676017135832351,0.003121651356409627,0.7751460777285947,3.6262829631571707,0.9030883062207866,153.08628251336646,135.49017967607233,208.7670619681385
2015,3,127.05473033946149,446,20.22902804746083,233,6.797537034723213,31.025970917316396,39.51711040530443,463.42700497105443,0.6633626109564928,0.46103356809781204,0.4921166570858616,6.336225869016738,1.1920356194477522,145.37146645056134,153.08628251336646,135.49017967607233
2015,3,113.277396690932,116,33.11059006124782,49,13.24559455663331,31.517856275972694,49.06170803071562,640.5727235106439,0.3329502469623733,0.4925218540205084,0.26670343063721424,3.87173114926947,0.754351214527661,127.05473033946149,145.37146645056134,153.08628251336646
2015,3,142.75694285813316,340,47.03582113898804,239,14.034789519628877,26.491517654899333,44.85706553079196,183.37406790061283,0.9810294891150761,0.16905774913370575,0.5013964785953243,5.768355610161657,1.0366660652610404,113.277396690932,127.05473033946149,145.37146645056134
2015,3,180.85311618997116,403,75.76560166838684,135,12.094571134604253,22.51492836927106,52.6331090896107,1468.7091041911856,0.6137079695437473,0.7748584021819559,0.8733841643710475,10.957988575088416,1.020105151680708,142.75694285813316,113.277396690932,127.05473033946149
2015,3,67.63187735650511,165,21.84740297962687,32,6.1923465068931804,16.523587966517077,23.605895808425462,1997.9189295498459,0.1416113506178993,0.25625492388907256,0.4591591303759114,3.006936011038031,0.7898040787501606,180.85311618997116,142.75694285813316,113.277396690932
2015,3,94.4147231010386,363,22.649716170669876,92,13.36779066756667,19.881378079062273,38.27093514047871,1368.089508014279,0.08520047755966198,0.9788560151782346,0.29464890306250047,8.098687349855378,0.8275739137715878,67.63187735650511,180.85311618997116,142.75694285813316
2015,3,113.14044105105718,405,21.968577447716505,97,15.89110649309351,15.21891117710016,24.687107060362543,958.1140914857921,0.8785307492071559,0.4939871801434912,0.6974612672267269,10.179146260466648,1.2599552005485124,94.4147231010386,67.63187735650511,180.85311618997116
